manufacturer,part_number,title,shape,outer_diameter_mm,clear_aperture_mm,effective_focal_length_mm,back_focal_length_mm,coating,wavelength_min_nm,wavelength_max_nm,reference_wavelength_nm,designable,r1_mm,r2_mm,r3_mm,glass1,glass2,ct1_mm,ct2_mm,source_file,source_sheet,source_row,source_sha256,imported_at
Edmund Optics,38-288,TS 平凸レンズ 12.5 x 20 VIS 0°,plano_convex,12.5,11.5,20.0,17.69,VIS 0° (425-675nm),425.0,675.0,,1,10.34,,,N-BK7,,3.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,107,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-290,TS 平凸レンズ 12.5 x 25 VIS 0°,plano_convex,12.5,11.5,25.0,22.96,VIS 0° (425-675nm),425.0,675.0,,1,12.92,,,N-BK7,,3.1,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,108,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-291,TS 平凸レンズ 12.5 x 30 VIS 0°,plano_convex,12.5,11.5,30.0,28.22,VIS 0° (425-675nm),425.0,675.0,,1,15.51,,,N-BK7,,2.7,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,109,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-292,TS 平凸レンズ 12.5 x 35 VIS 0°,plano_convex,12.5,11.5,35.0,33.42,VIS 0° (425-675nm),425.0,675.0,,1,18.09,,,N-BK7,,2.4,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,110,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-293,TS 平凸レンズ 12.5 x 40 VIS 0°,plano_convex,12.5,11.5,40.0,38.55,VIS 0° (425-675nm),425.0,675.0,,1,20.67,,,N-BK7,,2.2,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,111,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-294,TS 平凸レンズ 12.5 x 45 VIS 0°,plano_convex,12.5,11.5,45.0,43.68,VIS 0° (425-675nm),425.0,675.0,,1,23.26,,,N-BK7,,2.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,112,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-296,TS 平凸レンズ 12.5 x 50 VIS 0°,plano_convex,12.5,11.5,50.0,48.68,VIS 0° (425-675nm),425.0,675.0,,1,25.84,,,N-BK7,,2.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,113,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-297,TS 平凸レンズ 12.5 x 75 VIS 0°,plano_convex,12.5,11.5,75.0,73.88,VIS 0° (425-675nm),425.0,675.0,,1,38.76,,,N-BK7,,1.7,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,114,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-298,TS 平凸レンズ 12.5 x 100 VIS 0°,plano_convex,12.5,11.5,100.0,98.95,VIS 0° (425-675nm),425.0,675.0,,1,51.68,,,N-BK7,,1.6,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,115,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-299,TS 平凸レンズ 12.7 x 20 VIS 0°,plano_convex,12.7,11.7,20.0,17.49,VIS 0° (425-675nm),425.0,675.0,,1,10.34,,,N-BK7,,3.8,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,119,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-300,TS 平凸レンズ 12.7 x 30 VIS 0°,plano_convex,12.7,11.7,30.0,28.22,VIS 0° (425-675nm),425.0,675.0,,1,15.51,,,N-BK7,,2.7,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,121,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-309,TS 平凸レンズ 12.7 x 40 VIS 0°,plano_convex,12.7,11.7,40.0,38.48,VIS 0° (425-675nm),425.0,675.0,,1,20.67,,,N-BK7,,2.3,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,124,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-310,TS 平凸レンズ 12.7 x 100 VIS 0°,plano_convex,12.7,11.7,100.0,98.88,VIS 0° (425-675nm),425.0,675.0,,1,51.68,,,N-BK7,,1.7,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,127,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-311,TS 平凸レンズ 15 x 25 VIS 0°,plano_convex,15.0,14.0,25.0,22.5,VIS 0° (425-675nm),425.0,675.0,,1,12.92,,,N-BK7,,3.8,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,132,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-312,TS 平凸レンズ 15 x 50 VIS 0°,plano_convex,15.0,14.0,50.0,48.35,VIS 0° (425-675nm),425.0,675.0,,1,25.84,,,N-BK7,,2.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,136,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-313,TS 平凸レンズ 18 x 20 VIS 0°,plano_convex,18.0,17.0,20.0,17.59,VIS 0° (425-675nm),425.0,675.0,,1,15.7,,,N-SF11,,4.3,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,143,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-314,TS 平凸レンズ 18 x 25 VIS 0°,plano_convex,18.0,17.0,25.0,21.51,VIS 0° (425-675nm),425.0,675.0,,1,12.92,,,N-BK7,,5.3,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,145,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-315,TS 平凸レンズ 18 x 30 VIS 0°,plano_convex,18.0,17.0,30.0,27.1,VIS 0° (425-675nm),425.0,675.0,,1,15.51,,,N-BK7,,4.4,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,147,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-316,TS 平凸レンズ 18 x 50 VIS 0°,plano_convex,18.0,17.0,50.0,48.09,VIS 0° (425-675nm),425.0,675.0,,1,25.84,,,N-BK7,,2.9,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,149,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-317,TS 平凸レンズ 25.4 x 35 VIS 0°,plano_convex,25.4,24.4,35.0,30.46,VIS 0° (425-675nm),425.0,675.0,,1,18.09,,,N-BK7,,6.9,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,182,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-318,TS 平凸レンズ 25.4 x 40 VIS 0°,plano_convex,25.4,24.4,40.0,36.11,VIS 0° (425-675nm),425.0,675.0,,1,20.67,,,N-BK7,,5.9,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,184,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-319,TS 平凸レンズ 25.4 x 75 VIS 0°,plano_convex,25.4,24.4,75.0,72.69,VIS 0° (425-675nm),425.0,675.0,,1,38.76,,,N-BK7,,3.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,187,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-321,TS 平凸レンズ 25.4 x 100 VIS 0°,plano_convex,25.4,24.4,100.0,98.02,VIS 0° (425-675nm),425.0,675.0,,1,51.68,,,N-BK7,,3.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,190,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-322,TS 平凸レンズ 25.4 x 125 VIS 0°,plano_convex,25.4,24.4,125.0,123.02,VIS 0° (425-675nm),425.0,675.0,,1,64.6,,,N-BK7,,3.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,192,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-323,TS 平凸レンズ 25.4 x 150 VIS 0°,plano_convex,25.4,24.4,150.0,148.02,VIS 0° (425-675nm),425.0,675.0,,1,77.52,,,N-BK7,,3.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,193,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-324,TS 平凸レンズ 35 x 35 VIS 0°,plano_convex,35.0,34.0,35.0,30.52,VIS 0° (425-675nm),425.0,675.0,,1,27.47,,,N-SF11,,8.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,201,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-325,TS 平凸レンズ 35 x 50 VIS 0°,plano_convex,35.0,34.0,50.0,44.4,VIS 0° (425-675nm),425.0,675.0,,1,25.84,,,N-BK7,,8.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,202,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-326,TS 平凸レンズ 35 x 70 VIS 0°,plano_convex,35.0,34.0,70.0,66.04,VIS 0° (425-675nm),425.0,675.0,,1,36.18,,,N-BK7,,6.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,203,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,38-327,TS 平凸レンズ 35 x 100 VIS 0°,plano_convex,35.0,34.0,100.0,97.03,VIS 0° (425-675nm),425.0,675.0,,1,51.68,,,N-BK7,,4.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,204,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,45-697,TS 合成石英製平凹レンズ 6 x -9,plano_concave,6.0,5.4,-9.0,-10.38,Uncoated,200.0,2200.0,587.6,1,-4.13,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,2,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,45-698,TS 合成石英製平凹レンズ 6 x -12,plano_concave,6.0,5.4,-12.0,-13.38,Uncoated,200.0,2200.0,587.6,1,-5.5,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,3,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,45-699,TS 合成石英製平凹レンズ 6 x -18,plano_concave,6.0,5.4,-18.0,-19.37,Uncoated,200.0,2200.0,587.6,1,-8.25,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,4,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,45-700,TS 合成石英製平凹レンズ 9 x -13.5,plano_concave,9.0,8.1,-13.5,-14.89,Uncoated,200.0,2200.0,587.6,1,-6.2,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,16,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,45-701,TS 合成石英製平凹レンズ 9 x -18,plano_concave,9.0,8.1,-18.0,-19.37,Uncoated,200.0,2200.0,587.6,1,-8.25,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,17,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,45-702,TS 合成石英製平凹レンズ 9 x -27,plano_concave,9.0,8.1,-27.0,-28.42,Uncoated,200.0,2200.0,587.6,1,-12.4,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,18,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,46-290,TS 合成石英製両凸レンズ 18 x 20 UV-AR,double_convex,18.0,17.0,20.0,17.18,UV-AR (250-425nm),250.0,425.0,587.6,1,17.05,-17.05,,Fused Silica (Corning 7980),,7.64,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,132,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,46-291,TS 合成石英製両凸レンズ 18 x 40 UV-AR,double_convex,18.0,17.0,40.0,38.5,UV-AR (250-425nm),250.0,425.0,587.6,1,35.99,-35.99,,Fused Silica (Corning 7980),,4.29,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,140,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,46-308,TS 合成石英製平凹レンズ 6 x -9 UV-AR,plano_concave,6.0,5.4,-9.0,-10.38,UV-AR (250-425nm),250.0,425.0,587.6,1,-4.13,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,5,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,46-309,TS 合成石英製平凹レンズ 6 x -12 UV-AR,plano_concave,6.0,5.4,-12.0,-13.38,UV-AR (250-425nm),250.0,425.0,587.6,1,-5.5,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,7,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,46-310,TS 合成石英製平凹レンズ 6 x -18 UV-AR,plano_concave,6.0,5.4,-18.0,-19.37,UV-AR (250-425nm),250.0,425.0,587.6,1,-8.25,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,9,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,46-311,TS 合成石英製平凹レンズ 9 x -13.5 UV-AR,plano_concave,9.0,8.1,-13.5,-14.89,UV-AR (250-425nm),250.0,425.0,587.6,1,-6.2,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,19,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,46-312,TS 合成石英製平凹レンズ 9 x -18 UV-AR,plano_concave,9.0,8.1,-18.0,-19.37,UV-AR (250-425nm),250.0,425.0,587.6,1,-8.25,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,20,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,46-313,TS 合成石英製平凹レンズ 9 x -27 UV-AR,plano_concave,9.0,8.1,-27.0,-28.42,UV-AR (250-425nm),250.0,425.0,587.6,1,-12.4,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,22,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-329,TS 平凸レンズ 12 x 12 VIS 0°,plano_convex,12.0,11.0,12.0,9.76,VIS 0° (425-675nm),425.0,675.0,,1,9.42,,,N-SF11,,4.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,88,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-330,TS 平凸レンズ 12 x 15 VIS 0°,plano_convex,12.0,11.0,15.0,12.03,VIS 0° (425-675nm),425.0,675.0,,1,7.75,,,N-BK7,,4.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,89,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-331,TS 平凸レンズ 12 x 18 VIS 0°,plano_convex,12.0,11.0,18.0,16.22,VIS 0° (425-675nm),425.0,675.0,,1,12.11,,,N-SF5,,3.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,90,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-332,TS 平凸レンズ 12 x 24 VIS 0°,plano_convex,12.0,11.0,24.0,22.15,VIS 0° (425-675nm),425.0,675.0,,1,12.42,,,N-BK7,,2.8,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,92,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-333,TS 平凸レンズ 12 x 30 VIS 0°,plano_convex,12.0,11.0,30.0,28.02,VIS 0° (425-675nm),425.0,675.0,,1,15.5,,,N-BK7,,3.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,94,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-335,TS 平凸レンズ 12 x 42 VIS 0°,plano_convex,12.0,11.0,42.0,40.22,VIS 0° (425-675nm),425.0,675.0,,1,21.71,,,N-BK7,,2.7,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,96,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-336,TS 平凸レンズ 12 x 48 VIS 0°,plano_convex,12.0,11.0,48.0,46.36,VIS 0° (425-675nm),425.0,675.0,,1,24.82,,,N-BK7,,2.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,97,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-337,TS 平凸レンズ 12 x 54 VIS 0°,plano_convex,12.0,11.0,54.0,52.02,VIS 0° (425-675nm),425.0,675.0,,1,27.91,,,N-BK7,,3.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,99,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-338,TS 平凸レンズ 12 x 60 VIS 0°,plano_convex,12.0,11.0,60.0,58.37,VIS 0° (425-675nm),425.0,675.0,,1,31.02,,,N-BK7,,2.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,100,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-339,TS 平凸レンズ 12 x 72 VIS 0°,plano_convex,12.0,11.0,72.0,70.42,VIS 0° (425-675nm),425.0,675.0,,1,37.21,,,N-BK7,,2.4,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,101,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-340,TS 平凸レンズ 12 x 84 VIS 0°,plano_convex,12.0,11.0,84.0,82.39,VIS 0° (425-675nm),425.0,675.0,,1,43.43,,,N-BK7,,2.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,102,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-341,TS 平凸レンズ 12 x 100 VIS 0°,plano_convex,12.0,11.0,100.0,98.35,VIS 0° (425-675nm),425.0,675.0,,1,51.68,,,N-BK7,,2.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,103,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-342,TS 平凸レンズ 25 x 25 VIS 0°,plano_convex,25.0,24.0,25.0,20.22,VIS 0° (425-675nm),425.0,675.0,,1,16.82,,,N-SF5,,8.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,163,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-343,TS 平凸レンズ 25 x 30 VIS 0°,plano_convex,25.0,24.0,30.0,24.69,VIS 0° (425-675nm),425.0,675.0,,1,15.5,,,N-BK7,,8.06,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,164,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-344,TS 平凸レンズ 25 x 35 VIS 0°,plano_convex,25.0,24.0,35.0,30.42,VIS 0° (425-675nm),425.0,675.0,,1,18.11,,,N-BK7,,7.01,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,165,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-345,TS 平凸レンズ 25 x 40 VIS 0°,plano_convex,25.0,24.0,40.0,36.31,VIS 0° (425-675nm),425.0,675.0,,1,20.67,,,N-BK7,,5.6,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,166,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-346,TS 平凸レンズ 25 x 50 VIS 0°,plano_convex,25.0,24.0,50.0,46.75,VIS 0° (425-675nm),425.0,675.0,,1,25.84,,,N-BK7,,4.9,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,167,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-347,TS 平凸レンズ 25 x 60 VIS 0°,plano_convex,25.0,24.0,60.0,56.9,VIS 0° (425-675nm),425.0,675.0,,1,31.01,,,N-BK7,,4.7,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,168,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-348,TS 平凸レンズ 25 x 75 VIS 0°,plano_convex,25.0,24.0,75.0,72.0,VIS 0° (425-675nm),425.0,675.0,,1,38.76,,,N-BK7,,4.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,169,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-349,TS 平凸レンズ 25 x 85 VIS 0°,plano_convex,25.0,24.0,85.0,82.17,VIS 0° (425-675nm),425.0,675.0,,1,43.93,,,N-BK7,,4.3,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,170,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-350,TS 平凸レンズ 25 x 100 VIS 0°,plano_convex,25.0,24.0,100.0,97.17,VIS 0° (425-675nm),425.0,675.0,,1,51.68,,,N-BK7,,4.3,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,171,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-351,TS 平凸レンズ 25 x 125 VIS 0°,plano_convex,25.0,24.0,125.0,122.7,VIS 0° (425-675nm),425.0,675.0,,1,64.62,,,N-BK7,,3.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,172,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,47-352,TS 平凸レンズ 25 x 150 VIS 0°,plano_convex,25.0,24.0,150.0,147.81,VIS 0° (425-675nm),425.0,675.0,,1,77.55,,,N-BK7,,3.5,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,173,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
